country,year,suicides_no,population,suicides/100k pop,HDI for year,gdp_for_year ($),gdp_per_capita ($)
Puerto Rico,1985,8,267500,2.99,,20.289.200.000,6582
Puerto Rico,1985,8,361600,2.21,,20.289.200.000,6582
Puerto Rico,1985,3,336300,0.89,,20.289.200.000,6582
Puerto Rico,1985,2,368000,0.54,,20.289.200.000,6582
Puerto Rico,1985,1,353200,0.28,,20.289.200.000,6582
Puerto Rico,1986,35,49800,70.28,,22.009.300.000,7002
Puerto Rico,1986,64,198000,32.32,,22.009.300.000,7002
Puerto Rico,1986,94,342800,27.42,,22.009.300.000,7002
Puerto Rico,1986,60,241300,24.87,,22.009.300.000,7002
Puerto Rico,1986,4,58800,6.8,,22.009.300.000,7002
Puerto Rico,1986,18,343800,5.24,,22.009.300.000,7002
Puerto Rico,1986,16,392500,4.08,,22.009.300.000,7002
Puerto Rico,1986,7,225300,3.11,,22.009.300.000,7002
Puerto Rico,1986,8,271700,2.94,,22.009.300.000,7002
Puerto Rico,1986,3,339700,0.88,,22.009.300.000,7002
Puerto Rico,1986,1,345800,0.29,,22.009.300.000,7002
Puerto Rico,1986,0,333700,0,,22.009.300.000,7002
Puerto Rico,1987,23,50100,45.91,,24.025.800.000,7533
Puerto Rico,1987,67,200800,33.37,,24.025.800.000,7533
Puerto Rico,1987,72,348000,20.69,,24.025.800.000,7533
Puerto Rico,1987,46,244900,18.78,,24.025.800.000,7533
Puerto Rico,1987,25,348900,7.17,,24.025.800.000,7533
Puerto Rico,1987,4,59700,6.7,,24.025.800.000,7533
Puerto Rico,1987,16,398300,4.02,,24.025.800.000,7533
Puerto Rico,1987,9,228600,3.94,,24.025.800.000,7533
Puerto Rico,1987,5,344700,1.45,,24.025.800.000,7533
Puerto Rico,1987,4,275800,1.45,,24.025.800.000,7533
Puerto Rico,1987,1,351000,0.28,,24.025.800.000,7533
Puerto Rico,1987,0,338600,0,,24.025.800.000,7533
Puerto Rico,1988,31,51200,60.55,,26.385.800.000,8155
Puerto Rico,1988,61,203700,29.95,,26.385.800.000,8155
Puerto Rico,1988,97,352800,27.49,,26.385.800.000,8155
Puerto Rico,1988,60,248400,24.15,,26.385.800.000,8155
Puerto Rico,1988,32,354000,9.04,,26.385.800.000,8155
Puerto Rico,1988,7,232000,3.02,,26.385.800.000,8155
Puerto Rico,1988,11,404000,2.72,,26.385.800.000,8155
Puerto Rico,1988,7,279800,2.5,,26.385.800.000,8155
Puerto Rico,1988,4,349700,1.14,,26.385.800.000,8155
Puerto Rico,1988,3,356100,0.84,,26.385.800.000,8155
Puerto Rico,1988,1,343400,0.29,,26.385.800.000,8155
Puerto Rico,1988,0,60500,0,,26.385.800.000,8155
Puerto Rico,1989,32,52000,61.54,,28.161.200.000,8576
Puerto Rico,1989,63,206700,30.48,,28.161.200.000,8576
Puerto Rico,1989,107,358100,29.88,,28.161.200.000,8576
Puerto Rico,1989,67,252100,26.58,,28.161.200.000,8576
Puerto Rico,1989,22,359300,6.12,,28.161.200.000,8576
Puerto Rico,1989,3,61400,4.89,,28.161.200.000,8576
Puerto Rico,1989,16,410100,3.9,,28.161.200.000,8576
Puerto Rico,1989,7,235400,2.97,,28.161.200.000,8576
Puerto Rico,1989,5,283900,1.76,,28.161.200.000,8576
Puerto Rico,1989,3,354900,0.85,,28.161.200.000,8576
Puerto Rico,1989,1,348500,0.29,,28.161.200.000,8576
Puerto Rico,1989,1,361400,0.28,,28.161.200.000,8576
Puerto Rico,1990,32,53000,60.38,,30.603.919.000,9552
Puerto Rico,1990,79,194000,40.72,,30.603.919.000,9552
Puerto Rico,1990,115,359000,32.03,,30.603.919.000,9552
Puerto Rico,1990,71,283000,25.09,,30.603.919.000,9552
Puerto Rico,1990,34,327000,10.4,,30.603.919.000,9552
Puerto Rico,1990,10,231000,4.33,,30.603.919.000,9552
Puerto Rico,1990,13,416000,3.13,,30.603.919.000,9552
Puerto Rico,1990,9,299000,3.01,,30.603.919.000,9552
Puerto Rico,1990,5,316000,1.58,,30.603.919.000,9552
Puerto Rico,1990,2,335000,0.6,,30.603.919.000,9552
Puerto Rico,1990,1,321000,0.31,,30.603.919.000,9552
Puerto Rico,1990,0,70000,0,,30.603.919.000,9552
Puerto Rico,1991,43,57200,75.17,,32.287.031.000,9974
Puerto Rico,1991,68,195000,34.87,,32.287.031.000,9974
Puerto Rico,1991,121,364000,33.24,,32.287.031.000,9974
Puerto Rico,1991,47,292000,16.1,,32.287.031.000,9974
Puerto Rico,1991,39,326000,11.96,,32.287.031.000,9974
Puerto Rico,1991,17,424000,4.01,,32.287.031.000,9974
Puerto Rico,1991,8,235000,3.4,,32.287.031.000,9974
Puerto Rico,1991,2,71000,2.82,,32.287.031.000,9974
Puerto Rico,1991,7,305000,2.3,,32.287.031.000,9974
Puerto Rico,1991,2,314000,0.64,,32.287.031.000,9974
Puerto Rico,1991,1,334000,0.3,,32.287.031.000,9974
Puerto Rico,1991,0,320000,0,,32.287.031.000,9974
Puerto Rico,1992,23,66100,34.8,,34.630.430.000,10533
Puerto Rico,1992,66,221400,29.81,,34.630.430.000,10533
Puerto Rico,1992,98,397100,24.68,,34.630.430.000,10533
Puerto Rico,1992,61,253800,24.03,,34.630.430.000,10533
Puerto Rico,1992,31,318000,9.75,,34.630.430.000,10533
Puerto Rico,1992,10,259300,3.86,,34.630.430.000,10533
Puerto Rico,1992,15,455200,3.3,,34.630.430.000,10533
Puerto Rico,1992,2,82500,2.42,,34.630.430.000,10533
Puerto Rico,1992,5,314100,1.59,,34.630.430.000,10533
Puerto Rico,1992,3,280600,1.07,,34.630.430.000,10533
Puerto Rico,1992,0,314000,0,,34.630.430.000,10533
Puerto Rico,1992,0,325800,0,,34.630.430.000,10533
Puerto Rico,1993,34,68936,49.32,,36.922.456.000,11146
Puerto Rico,1993,116,408115,28.42,,36.922.456.000,11146
Puerto Rico,1993,69,250629,27.53,,36.922.456.000,11146
Puerto Rico,1993,59,229549,25.7,,36.922.456.000,11146
Puerto Rico,1993,33,312503,10.56,,36.922.456.000,11146
Puerto Rico,1993,16,467965,3.42,,36.922.456.000,11146
Puerto Rico,1993,7,268361,2.61,,36.922.456.000,11146
Puerto Rico,1993,6,310130,1.93,,36.922.456.000,11146
Puerto Rico,1993,4,277006,1.44,,36.922.456.000,11146
Puerto Rico,1993,1,310642,0.32,,36.922.456.000,11146
Puerto Rico,1993,0,86920,0,,36.922.456.000,11146
Puerto Rico,1993,0,321716,0,,36.922.456.000,11146
Puerto Rico,1994,28,70019,39.99,,39.690.630.000,11871
Puerto Rico,1994,119,416464,28.57,,39.690.630.000,11871
Puerto Rico,1994,65,235516,27.6,,39.690.630.000,11871
Puerto Rico,1994,68,249479,27.26,,39.690.630.000,11871
Puerto Rico,1994,35,315916,11.08,,39.690.630.000,11871
Puerto Rico,1994,18,478324,3.76,,39.690.630.000,11871
Puerto Rico,1994,2,89539,2.23,,39.690.630.000,11871
Puerto Rico,1994,6,276151,2.17,,39.690.630.000,11871
Puerto Rico,1994,5,312389,1.6,,39.690.630.000,11871
Puerto Rico,1994,5,317830,1.57,,39.690.630.000,11871
Puerto Rico,1994,4,275045,1.45,,39.690.630.000,11871
Puerto Rico,1994,0,306952,0,,39.690.630.000,11871
Puerto Rico,1995,26,71169,36.53,,42.647.331.000,12636
Puerto Rico,1995,94,424318,22.15,,42.647.331.000,12636
Puerto Rico,1995,50,247971,20.16,,42.647.331.000,12636
Puerto Rico,1995,47,242286,19.4,,42.647.331.000,12636
Puerto Rico,1995,38,319165,11.91,,42.647.331.000,12636
Puerto Rico,1995,10,284606,3.51,,42.647.331.000,12636
Puerto Rico,1995,13,487958,2.66,,42.647.331.000,12636
Puerto Rico,1995,6,272632,2.2,,42.647.331.000,12636
Puerto Rico,1995,4,314481,1.27,,42.647.331.000,12636
Puerto Rico,1995,1,92485,1.08,,42.647.331.000,12636
Puerto Rico,1995,0,303666,0,,42.647.331.000,12636
Puerto Rico,1995,0,314417,0,,42.647.331.000,12636
Puerto Rico,1996,31,73432,42.22,,45.340.835.000,13328
Puerto Rico,1996,113,430008,26.28,,45.340.835.000,13328
Puerto Rico,1996,62,251033,24.7,,45.340.835.000,13328
Puerto Rico,1996,55,246870,22.28,,45.340.835.000,13328
Puerto Rico,1996,35,317510,11.02,,45.340.835.000,13328
Puerto Rico,1996,4,95751,4.18,,45.340.835.000,13328
Puerto Rico,1996,8,313521,2.55,,45.340.835.000,13328
Puerto Rico,1996,7,290912,2.41,,45.340.835.000,13328
Puerto Rico,1996,10,495701,2.02,,45.340.835.000,13328
Puerto Rico,1996,5,273883,1.83,,45.340.835.000,13328
Puerto Rico,1996,1,312022,0.32,,45.340.835.000,13328
Puerto Rico,1996,0,301180,0,,45.340.835.000,13328
Puerto Rico,1997,107,436249,24.53,,48.187.039.000,14037
Puerto Rico,1997,57,252076,22.61,,48.187.039.000,14037
Puerto Rico,1997,16,75620,21.16,,48.187.039.000,14037
Puerto Rico,1997,36,254232,14.16,,48.187.039.000,14037
Puerto Rico,1997,37,315165,11.74,,48.187.039.000,14037
Puerto Rico,1997,12,503717,2.38,,48.187.039.000,14037
Puerto Rico,1997,5,297772,1.68,,48.187.039.000,14037
Puerto Rico,1997,1,275007,0.36,,48.187.039.000,14037
Puerto Rico,1997,1,311608,0.32,,48.187.039.000,14037
Puerto Rico,1997,1,311937,0.32,,48.187.039.000,14037
Puerto Rico,1997,0,300253,0,,48.187.039.000,14037
Puerto Rico,1997,0,99121,0,,48.187.039.000,14037
Puerto Rico,1998,32,77560,41.26,,54.086.400.000,15610
Puerto Rico,1998,103,442734,23.26,,54.086.400.000,15610
Puerto Rico,1998,55,256954,21.4,,54.086.400.000,15610
Puerto Rico,1998,55,257733,21.34,,54.086.400.000,15610
Puerto Rico,1998,42,312752,13.43,,54.086.400.000,15610
Puerto Rico,1998,8,305106,2.62,,54.086.400.000,15610
Puerto Rico,1998,8,310034,2.58,,54.086.400.000,15610
Puerto Rico,1998,11,511564,2.15,,54.086.400.000,15610
Puerto Rico,1998,3,275628,1.09,,54.086.400.000,15610
Puerto Rico,1998,1,102476,0.98,,54.086.400.000,15610
Puerto Rico,1998,3,312182,0.96,,54.086.400.000,15610
Puerto Rico,1998,0,300111,0,,54.086.400.000,15610
Puerto Rico,1999,29,79062,36.68,,57.841.000.000,16560
Puerto Rico,1999,103,448569,22.96,,57.841.000.000,16560
Puerto Rico,1999,54,263761,20.47,,57.841.000.000,16560
Puerto Rico,1999,48,258647,18.56,,57.841.000.000,16560
Puerto Rico,1999,22,310365,7.09,,57.841.000.000,16560
Puerto Rico,1999,11,312915,3.52,,57.841.000.000,16560
Puerto Rico,1999,3,105573,2.84,,57.841.000.000,16560
Puerto Rico,1999,5,275536,1.81,,57.841.000.000,16560
Puerto Rico,1999,9,518263,1.74,,57.841.000.000,16560
Puerto Rico,1999,2,299738,0.67,,57.841.000.000,16560
Puerto Rico,1999,2,307757,0.65,,57.841.000.000,16560
Puerto Rico,1999,1,312535,0.32,,57.841.000.000,16560
Puerto Rico,2000,127,453001,28.04,,61.701.800.000,17569
Puerto Rico,2000,19,80076,23.73,,61.701.800.000,17569
Puerto Rico,2000,57,270196,21.1,,61.701.800.000,17569
Puerto Rico,2000,43,258901,16.61,,61.701.800.000,17569
Puerto Rico,2000,32,307961,10.39,,61.701.800.000,17569
Puerto Rico,2000,8,274613,2.91,,61.701.800.000,17569
Puerto Rico,2000,7,321269,2.18,,61.701.800.000,17569
Puerto Rico,2000,9,523033,1.72,,61.701.800.000,17569
Puerto Rico,2000,1,108286,0.92,,61.701.800.000,17569
Puerto Rico,2000,2,305040,0.66,,61.701.800.000,17569
Puerto Rico,2000,0,298109,0,,61.701.800.000,17569
Puerto Rico,2000,0,311462,0,,61.701.800.000,17569
Puerto Rico,2001,20,81513,24.54,,69.208.400.000,19649
Puerto Rico,2001,61,274330,22.24,,69.208.400.000,19649
Puerto Rico,2001,93,452544,20.55,,69.208.400.000,19649
Puerto Rico,2001,41,260445,15.74,,69.208.400.000,19649
Puerto Rico,2001,38,306820,12.39,,69.208.400.000,19649
Puerto Rico,2001,15,522777,2.87,,69.208.400.000,19649
Puerto Rico,2001,3,111602,2.69,,69.208.400.000,19649
Puerto Rico,2001,8,326573,2.45,,69.208.400.000,19649
Puerto Rico,2001,4,275480,1.45,,69.208.400.000,19649
Puerto Rico,2001,4,303110,1.32,,69.208.400.000,19649
Puerto Rico,2001,2,310009,0.65,,69.208.400.000,19649
Puerto Rico,2001,0,297009,0,,69.208.400.000,19649
Puerto Rico,2002,22,82408,26.7,,71.623.500.000,20325
Puerto Rico,2002,80,451276,17.73,,71.623.500.000,20325
Puerto Rico,2002,47,278010,16.91,,71.623.500.000,20325
Puerto Rico,2002,37,261506,14.15,,71.623.500.000,20325
Puerto Rico,2002,16,304764,5.25,,71.623.500.000,20325
Puerto Rico,2002,9,275792,3.26,,71.623.500.000,20325
Puerto Rico,2002,10,331501,3.02,,71.623.500.000,20325
Puerto Rico,2002,14,521365,2.69,,71.623.500.000,20325
Puerto Rico,2002,1,114357,0.87,,71.623.500.000,20325
Puerto Rico,2002,2,300542,0.67,,71.623.500.000,20325
Puerto Rico,2002,1,294844,0.34,,71.623.500.000,20325
Puerto Rico,2002,0,307586,0,,71.623.500.000,20325
Puerto Rico,2003,23,82868,27.75,,74.827.400.000,21264
Puerto Rico,2003,102,450073,22.66,,74.827.400.000,21264
Puerto Rico,2003,51,280807,18.16,,74.827.400.000,21264
Puerto Rico,2003,34,302523,11.24,,74.827.400.000,21264
Puerto Rico,2003,29,261935,11.07,,74.827.400.000,21264
Puerto Rico,2003,11,519735,2.12,,74.827.400.000,21264
Puerto Rico,2003,5,298065,1.68,,74.827.400.000,21264
Puerto Rico,2003,3,275189,1.09,,74.827.400.000,21264
Puerto Rico,2003,3,335704,0.89,,74.827.400.000,21264
Puerto Rico,2003,1,304000,0.33,,74.827.400.000,21264
Puerto Rico,2003,0,291486,0,,74.827.400.000,21264
Puerto Rico,2003,0,116641,0,,74.827.400.000,21264
Puerto Rico,2004,28,83003,33.73,,80.322.313.000,22874
Puerto Rico,2004,101,449605,22.46,,80.322.313.000,22874
Puerto Rico,2004,49,261853,18.71,,80.322.313.000,22874
Puerto Rico,2004,52,282860,18.38,,80.322.313.000,22874
Puerto Rico,2004,25,300813,8.31,,80.322.313.000,22874
Puerto Rico,2004,6,273756,2.19,,80.322.313.000,22874
Puerto Rico,2004,6,339277,1.77,,80.322.313.000,22874
Puerto Rico,2004,8,518614,1.54,,80.322.313.000,22874
Puerto Rico,2004,1,118620,0.84,,80.322.313.000,22874
Puerto Rico,2004,1,287120,0.35,,80.322.313.000,22874
Puerto Rico,2004,1,296310,0.34,,80.322.313.000,22874
Puerto Rico,2004,1,299631,0.33,,80.322.313.000,22874
Puerto Rico,2005,20,82848,24.14,,83.914.521.300,23944
Puerto Rico,2005,61,284745,21.42,,83.914.521.300,23944
Puerto Rico,2005,96,449867,21.34,,83.914.521.300,23944
Puerto Rico,2005,39,261481,14.92,,83.914.521.300,23944
Puerto Rico,2005,29,299874,9.67,,83.914.521.300,23944
Puerto Rico,2005,13,342743,3.79,,83.914.521.300,23944
Puerto Rico,2005,16,517943,3.09,,83.914.521.300,23944
Puerto Rico,2005,3,120440,2.49,,83.914.521.300,23944
Puerto Rico,2005,6,271874,2.21,,83.914.521.300,23944
Puerto Rico,2005,3,295231,1.02,,83.914.521.300,23944
Puerto Rico,2005,3,295371,1.02,,83.914.521.300,23944
Puerto Rico,2005,0,282182,0,,83.914.521.300,23944
Puerto Rico,2006,18,84087,21.41,,87.276.164.400,24943
Puerto Rico,2006,61,287227,21.24,,87.276.164.400,24943
Puerto Rico,2006,90,449039,20.04,,87.276.164.400,24943
Puerto Rico,2006,36,262664,13.71,,87.276.164.400,24943
Puerto Rico,2006,38,296984,12.8,,87.276.164.400,24943
Puerto Rico,2006,12,515654,2.33,,87.276.164.400,24943
Puerto Rico,2006,4,292349,1.37,,87.276.164.400,24943
Puerto Rico,2006,3,346943,0.86,,87.276.164.400,24943
Puerto Rico,2006,1,122755,0.81,,87.276.164.400,24943
Puerto Rico,2006,2,272125,0.73,,87.276.164.400,24943
Puerto Rico,2006,0,277415,0,,87.276.164.400,24943
Puerto Rico,2006,0,291794,0,,87.276.164.400,24943
Puerto Rico,2007,96,448825,21.39,,89.524.131.600,25625
Puerto Rico,2007,52,263585,19.73,,89.524.131.600,25625
Puerto Rico,2007,14,84940,16.48,,89.524.131.600,25625
Puerto Rico,2007,47,289540,16.23,,89.524.131.600,25625
Puerto Rico,2007,16,294490,5.43,,89.524.131.600,25625
Puerto Rico,2007,14,351052,3.99,,89.524.131.600,25625
Puerto Rico,2007,15,513804,2.92,,89.524.131.600,25625
Puerto Rico,2007,6,272334,2.2,,89.524.131.600,25625
Puerto Rico,2007,6,289832,2.07,,89.524.131.600,25625
Puerto Rico,2007,2,124729,1.6,,89.524.131.600,25625
Puerto Rico,2007,3,288317,1.04,,89.524.131.600,25625
Puerto Rico,2007,0,272183,0,,89.524.131.600,25625
Puerto Rico,2008,22,85490,25.73,,93.639.316.000,26840
Puerto Rico,2008,107,449809,23.79,,93.639.316.000,26840
Puerto Rico,2008,65,291349,22.31,,93.639.316.000,26840
Puerto Rico,2008,37,264001,14.02,,93.639.316.000,26840
Puerto Rico,2008,21,292754,7.17,,93.639.316.000,26840
Puerto Rico,2008,18,354699,5.07,,93.639.316.000,26840
Puerto Rico,2008,16,512979,3.12,,93.639.316.000,26840
Puerto Rico,2008,6,272186,2.2,,93.639.316.000,26840
Puerto Rico,2008,5,288120,1.74,,93.639.316.000,26840
Puerto Rico,2008,2,126441,1.58,,93.639.316.000,26840
Puerto Rico,2008,1,284529,0.35,,93.639.316.000,26840
Puerto Rico,2008,0,266454,0,,93.639.316.000,26840
Puerto Rico,2009,31,85763,36.15,,96.385.638.000,27661
Puerto Rico,2009,82,292914,27.99,,96.385.638.000,27661
Puerto Rico,2009,111,451905,24.56,,96.385.638.000,27661
Puerto Rico,2009,51,263724,19.34,,96.385.638.000,27661
Puerto Rico,2009,25,291774,8.57,,96.385.638.000,27661
Puerto Rico,2009,7,271400,2.58,,96.385.638.000,27661
Puerto Rico,2009,12,513239,2.34,,96.385.638.000,27661
Puerto Rico,2009,7,357988,1.96,,96.385.638.000,27661
Puerto Rico,2009,3,287058,1.05,,96.385.638.000,27661
Puerto Rico,2009,1,280317,0.36,,96.385.638.000,27661
Puerto Rico,2009,0,260415,0,,96.385.638.000,27661
Puerto Rico,2009,0,127977,0,,96.385.638.000,27661
Puerto Rico,2010,24,85716,28,,98.381.268.000,28267
Puerto Rico,2010,100,454479,22,,98.381.268.000,28267
Puerto Rico,2010,60,294917,20.34,,98.381.268.000,28267
Puerto Rico,2010,39,262714,14.85,,98.381.268.000,28267
Puerto Rico,2010,18,291351,6.18,,98.381.268.000,28267
Puerto Rico,2010,15,361444,4.15,,98.381.268.000,28267
Puerto Rico,2010,20,514121,3.89,,98.381.268.000,28267
Puerto Rico,2010,2,129428,1.55,,98.381.268.000,28267
Puerto Rico,2010,4,269903,1.48,,98.381.268.000,28267
Puerto Rico,2010,4,286261,1.4,,98.381.268.000,28267
Puerto Rico,2010,0,254282,0,,98.381.268.000,28267
Puerto Rico,2010,0,275763,0,,98.381.268.000,28267
Puerto Rico,2011,60,298080,20.13,,100.351.670.000,28876
Puerto Rico,2011,17,87017,19.54,,100.351.670.000,28876
Puerto Rico,2011,80,455006,17.58,,100.351.670.000,28876
Puerto Rico,2011,42,262837,15.98,,100.351.670.000,28876
Puerto Rico,2011,16,289288,5.53,,100.351.670.000,28876
Puerto Rico,2011,22,512691,4.29,,100.351.670.000,28876
Puerto Rico,2011,7,269310,2.6,,100.351.670.000,28876
Puerto Rico,2011,7,365982,1.91,,100.351.670.000,28876
Puerto Rico,2011,3,283416,1.06,,100.351.670.000,28876
Puerto Rico,2011,2,248914,0.8,,100.351.670.000,28876
Puerto Rico,2011,1,132081,0.76,,100.351.670.000,28876
Puerto Rico,2011,1,270676,0.37,,100.351.670.000,28876
Puerto Rico,2012,60,301891,19.87,,101.564.800.000,29247
Puerto Rico,2012,17,88081,19.3,,101.564.800.000,29247
Puerto Rico,2012,71,456110,15.57,,101.564.800.000,29247
Puerto Rico,2012,30,287397,10.44,,101.564.800.000,29247
Puerto Rico,2012,24,262555,9.14,,101.564.800.000,29247
Puerto Rico,2012,18,370902,4.85,,101.564.800.000,29247
Puerto Rico,2012,16,512033,3.12,,101.564.800.000,29247
Puerto Rico,2012,7,268351,2.61,,101.564.800.000,29247
Puerto Rico,2012,2,265879,0.75,,101.564.800.000,29247
Puerto Rico,2012,1,134700,0.74,,101.564.800.000,29247
Puerto Rico,2012,2,280632,0.71,,101.564.800.000,29247
Puerto Rico,2012,0,244141,0,,101.564.800.000,29247
Puerto Rico,2013,26,88987,29.22,,102.450.000.000,29510
Puerto Rico,2013,62,305754,20.28,,102.450.000.000,29510
Puerto Rico,2013,75,458071,16.37,,102.450.000.000,29510
Puerto Rico,2013,21,261857,8.02,,102.450.000.000,29510
Puerto Rico,2013,19,285809,6.65,,102.450.000.000,29510
Puerto Rico,2013,18,512297,3.51,,102.450.000.000,29510
Puerto Rico,2013,7,267016,2.62,,102.450.000.000,29510
Puerto Rico,2013,9,375735,2.4,,102.450.000.000,29510
Puerto Rico,2013,2,278008,0.72,,102.450.000.000,29510
Puerto Rico,2013,1,239617,0.42,,102.450.000.000,29510
Puerto Rico,2013,1,261151,0.38,,102.450.000.000,29510
Puerto Rico,2013,0,137363,0,,102.450.000.000,29510
Puerto Rico,2014,75,309364,24.24,,102.445.800.000,29515
Puerto Rico,2014,15,89765,16.71,,102.445.800.000,29515
Puerto Rico,2014,56,460685,12.16,,102.445.800.000,29515
Puerto Rico,2014,20,260905,7.67,,102.445.800.000,29515
Puerto Rico,2014,20,284397,7.03,,102.445.800.000,29515
Puerto Rico,2014,15,513217,2.92,,102.445.800.000,29515
Puerto Rico,2014,10,380342,2.63,,102.445.800.000,29515
Puerto Rico,2014,4,265511,1.51,,102.445.800.000,29515
Puerto Rico,2014,2,256354,0.78,,102.445.800.000,29515
Puerto Rico,2014,2,275354,0.73,,102.445.800.000,29515
Puerto Rico,2014,1,140033,0.71,,102.445.800.000,29515
Puerto Rico,2014,0,235029,0,,102.445.800.000,29515
Puerto Rico,2015,25,90392,27.66,,103.143.500.000,29728
Puerto Rico,2015,66,312933,21.09,,103.143.500.000,29728
Puerto Rico,2015,74,463417,15.97,,103.143.500.000,29728
Puerto Rico,2015,26,259881,10,,103.143.500.000,29728
Puerto Rico,2015,9,282974,3.18,,103.143.500.000,29728
Puerto Rico,2015,10,384967,2.6,,103.143.500.000,29728
Puerto Rico,2015,5,264053,1.89,,103.143.500.000,29728
Puerto Rico,2015,7,514290,1.36,,103.143.500.000,29728
Puerto Rico,2015,2,272389,0.73,,103.143.500.000,29728
Puerto Rico,2015,1,142678,0.7,,103.143.500.000,29728
Puerto Rico,2015,1,251369,0.4,,103.143.500.000,29728
Puerto Rico,2015,0,230178,0,,103.143.500.000,29728
Qatar,1995,0,24859,0,783,8.137.911.978,17559
Qatar,1995,0,36029,0,783,8.137.911.978,17559
Qatar,1995,0,39135,0,783,8.137.911.978,17559
Qatar,1995,0,43647,0,783,8.137.911.978,17559
Qatar,1995,0,5879,0,783,8.137.911.978,17559
Qatar,1995,0,1070,0,783,8.137.911.978,17559
Qatar,1995,0,45900,0,783,8.137.911.978,17559
Qatar,1995,0,88331,0,783,8.137.911.978,17559
Qatar,1995,0,116596,0,783,8.137.911.978,17559
Qatar,1995,0,46510,0,783,8.137.911.978,17559
Qatar,1995,0,14190,0,783,8.137.911.978,17559
Qatar,1995,0,1303,0,783,8.137.911.978,17559
Qatar,2001,4,51357,7.79,,17.538.461.538,32510
Qatar,2001,11,141836,7.76,,17.538.461.538,32510
Qatar,2001,5,99440,5.03,,17.538.461.538,32510
Qatar,2001,2,48294,4.14,,17.538.461.538,32510
Qatar,2001,1,38718,2.58,,17.538.461.538,32510
Qatar,2001,0,32124,0,,17.538.461.538,32510
Qatar,2001,0,49711,0,,17.538.461.538,32510
Qatar,2001,0,7174,0,,17.538.461.538,32510
Qatar,2001,0,778,0,,17.538.461.538,32510
Qatar,2001,0,51875,0,,17.538.461.538,32510
Qatar,2001,0,17036,0,,17.538.461.538,32510
Qatar,2001,0,1140,0,,17.538.461.538,32510
Qatar,2004,14,190116,7.36,,31.734.065.934,45517
Qatar,2004,4,127398,3.14,,31.734.065.934,45517
Qatar,2004,2,67990,2.94,,31.734.065.934,45517
Qatar,2004,1,55188,1.81,,31.734.065.934,45517
Qatar,2004,0,44307,0,,31.734.065.934,45517
Qatar,2004,0,65017,0,,31.734.065.934,45517
Qatar,2004,0,53572,0,,31.734.065.934,45517
Qatar,2004,0,9409,0,,31.734.065.934,45517
Qatar,2004,0,1300,0,,31.734.065.934,45517
Qatar,2004,0,54893,0,,31.734.065.934,45517
Qatar,2004,0,26617,0,,31.734.065.934,45517
Qatar,2004,0,1384,0,,31.734.065.934,45517
Qatar,2005,7,73205,9.56,837,44.530.494.505,55899
Qatar,2005,5,153674,3.25,837,44.530.494.505,55899
Qatar,2005,1,32745,3.05,837,44.530.494.505,55899
Qatar,2005,1,62046,1.61,837,44.530.494.505,55899
Qatar,2005,3,225317,1.33,837,44.530.494.505,55899
Qatar,2005,0,46042,0,837,44.530.494.505,55899
Qatar,2005,0,71166,0,837,44.530.494.505,55899
Qatar,2005,0,56746,0,837,44.530.494.505,55899
Qatar,2005,0,10108,0,837,44.530.494.505,55899
Qatar,2005,0,1349,0,837,44.530.494.505,55899
Qatar,2005,0,62794,0,837,44.530.494.505,55899
Qatar,2005,0,1426,0,837,44.530.494.505,55899
Qatar,2006,1,1511,66.18,,60.882.142.857,64762
Qatar,2006,13,252854,5.14,,60.882.142.857,64762
Qatar,2006,2,54988,3.64,,60.882.142.857,64762
Qatar,2006,7,200436,3.49,,60.882.142.857,64762
Qatar,2006,1,33952,2.95,,60.882.142.857,64762
Qatar,2006,2,68246,2.93,,60.882.142.857,64762
Qatar,2006,2,120029,1.67,,60.882.142.857,64762
Qatar,2006,1,77166,1.3,,60.882.142.857,64762
Qatar,2006,0,57408,0,,60.882.142.857,64762
Qatar,2006,0,10910,0,,60.882.142.857,64762
Qatar,2006,0,1413,0,,60.882.142.857,64762
Qatar,2006,0,61177,0,,60.882.142.857,64762
Qatar,2007,3,36856,8.14,,79.712.087.912,71460
Qatar,2007,13,259649,5.01,,79.712.087.912,71460
Qatar,2007,14,301723,4.64,,79.712.087.912,71460
Qatar,2007,6,158535,3.78,,79.712.087.912,71460
Qatar,2007,2,76736,2.61,,79.712.087.912,71460
Qatar,2007,1,61319,1.63,,79.712.087.912,71460
Qatar,2007,1,61878,1.62,,79.712.087.912,71460
Qatar,2007,1,84797,1.18,,79.712.087.912,71460
Qatar,2007,0,58979,0,,79.712.087.912,71460
Qatar,2007,0,11898,0,,79.712.087.912,71460
Qatar,2007,0,1485,0,,79.712.087.912,71460
Qatar,2007,0,1624,0,,79.712.087.912,71460
Qatar,2008,17,367149,4.63,,115.270.054.945,87961
Qatar,2008,12,328478,3.65,,115.270.054.945,87961
Qatar,2008,1,40788,2.45,,115.270.054.945,87961
Qatar,2008,2,87644,2.28,,115.270.054.945,87961
Qatar,2008,1,184417,0.54,,115.270.054.945,87961
Qatar,2008,0,66159,0,,115.270.054.945,87961
Qatar,2008,0,93854,0,,115.270.054.945,87961
Qatar,2008,0,61710,0,,115.270.054.945,87961
Qatar,2008,0,13126,0,,115.270.054.945,87961
Qatar,2008,0,1569,0,,115.270.054.945,87961
Qatar,2008,0,63880,0,,115.270.054.945,87961
