country,year,suicides_no,population,suicides/100k pop,HDI for year,gdp_for_year ($),gdp_per_capita ($)
Albania,1987,21,312900,6.71,,2.156.624.900,796
Albania,1987,16,308000,5.19,,2.156.624.900,796
Albania,1987,14,289700,4.83,,2.156.624.900,796
Albania,1987,1,21800,4.59,,2.156.624.900,796
Albania,1987,9,274300,3.28,,2.156.624.900,796
Albania,1987,1,35600,2.81,,2.156.624.900,796
Albania,1987,6,278800,2.15,,2.156.624.900,796
Albania,1987,4,257200,1.56,,2.156.624.900,796
Albania,1987,1,137500,0.73,,2.156.624.900,796
Albania,1987,0,311000,0,,2.156.624.900,796
Albania,1987,0,144600,0,,2.156.624.900,796
Albania,1987,0,338200,0,,2.156.624.900,796
Albania,1988,2,36400,5.49,,2.126.000.000,769
Albania,1988,17,319200,5.33,,2.126.000.000,769
Albania,1988,1,22300,4.48,,2.126.000.000,769
Albania,1988,14,314100,4.46,,2.126.000.000,769
Albania,1988,4,140200,2.85,,2.126.000.000,769
Albania,1988,8,295600,2.71,,2.126.000.000,769
Albania,1988,3,147500,2.03,,2.126.000.000,769
Albania,1988,5,262400,1.91,,2.126.000.000,769
Albania,1988,5,279900,1.79,,2.126.000.000,769
Albania,1988,4,284500,1.41,,2.126.000.000,769
Albania,1988,0,317200,0,,2.126.000.000,769
Albania,1988,0,345000,0,,2.126.000.000,769
Albania,1989,2,22500,8.89,,2.335.124.988,833
Albania,1989,18,283600,6.35,,2.335.124.988,833
Albania,1989,15,318400,4.71,,2.335.124.988,833
Albania,1989,6,142100,4.22,,2.335.124.988,833
Albania,1989,12,323500,3.71,,2.335.124.988,833
Albania,1989,7,288600,2.43,,2.335.124.988,833
Albania,1989,5,299900,1.67,,2.335.124.988,833
Albania,1989,2,266300,0.75,,2.335.124.988,833
Albania,1989,1,149600,0.67,,2.335.124.988,833
Albania,1989,0,321900,0,,2.335.124.988,833
Albania,1989,0,37000,0,,2.335.124.988,833
Albania,1989,0,349700,0,,2.335.124.988,833
Albania,1992,12,343800,3.49,,709.452.584,251
Albania,1992,9,263700,3.41,,709.452.584,251
Albania,1992,5,159500,3.13,,709.452.584,251
Albania,1992,7,245500,2.85,,709.452.584,251
Albania,1992,7,292400,2.39,,709.452.584,251
Albania,1992,4,267400,1.5,,709.452.584,251
Albania,1992,2,323100,0.62,,709.452.584,251
Albania,1992,1,164900,0.61,,709.452.584,251
Albania,1992,0,336700,0,,709.452.584,251
Albania,1992,0,38700,0,,709.452.584,251
Albania,1992,0,362900,0,,709.452.584,251
Albania,1992,0,23900,0,,709.452.584,251
Albania,1993,18,243300,7.4,,1.228.071.038,437
Albania,1993,7,165000,4.24,,1.228.071.038,437
Albania,1993,1,24200,4.13,,1.228.071.038,437
Albania,1993,9,230100,3.91,,1.228.071.038,437
Albania,1993,10,285300,3.51,,1.228.071.038,437
Albania,1993,10,350300,2.85,,1.228.071.038,437
Albania,1993,7,261800,2.67,,1.228.071.038,437
Albania,1993,7,331200,2.11,,1.228.071.038,437
Albania,1993,2,169500,1.18,,1.228.071.038,437
Albania,1993,1,340300,0.29,,1.228.071.038,437
Albania,1993,1,367000,0.27,,1.228.071.038,437
Albania,1993,0,39300,0,,1.228.071.038,437
Albania,1994,2,24600,8.13,,1.985.673.798,697
Albania,1994,11,171400,6.42,,1.985.673.798,697
Albania,1994,2,39900,5.01,,1.985.673.798,697
Albania,1994,6,231400,2.59,,1.985.673.798,697
Albania,1994,9,362800,2.48,,1.985.673.798,697
Albania,1994,6,242200,2.48,,1.985.673.798,697
Albania,1994,6,282600,2.12,,1.985.673.798,697
Albania,1994,4,261100,1.53,,1.985.673.798,697
Albania,1994,2,342500,0.58,,1.985.673.798,697
Albania,1994,1,174600,0.57,,1.985.673.798,697
Albania,1994,1,371800,0.27,,1.985.673.798,697
Albania,1994,0,344400,0,,1.985.673.798,697
Albania,1995,13,232900,5.58,619,2.424.499.009,835
Albania,1995,9,178000,5.06,619,2.424.499.009,835
Albania,1995,2,40800,4.9,619,2.424.499.009,835
Albania,1995,13,283500,4.59,619,2.424.499.009,835
Albania,1995,11,241200,4.56,619,2.424.499.009,835
Albania,1995,1,25100,3.98,619,2.424.499.009,835
Albania,1995,14,375900,3.72,619,2.424.499.009,835
Albania,1995,7,264000,2.65,619,2.424.499.009,835
Albania,1995,8,356400,2.24,619,2.424.499.009,835
Albania,1995,6,376500,1.59,619,2.424.499.009,835
Albania,1995,2,180400,1.11,619,2.424.499.009,835
Albania,1995,2,348700,0.57,619,2.424.499.009,835
Albania,1996,2,25400,7.87,,3.314.898.292,1127
Albania,1996,17,243600,6.98,,3.314.898.292,1127
Albania,1996,14,235300,5.95,,3.314.898.292,1127
Albania,1996,16,287700,5.56,,3.314.898.292,1127
Albania,1996,2,41200,4.85,,3.314.898.292,1127
Albania,1996,10,267900,3.73,,3.314.898.292,1127
Albania,1996,12,379600,3.16,,3.314.898.292,1127
Albania,1996,9,362000,2.49,,3.314.898.292,1127
Albania,1996,3,179900,1.67,,3.314.898.292,1127
Albania,1996,1,183100,0.55,,3.314.898.292,1127
Albania,1996,2,380400,0.53,,3.314.898.292,1127
Albania,1996,1,354100,0.28,,3.314.898.292,1127
Albania,1997,36,236000,15.25,,2.359.903.108,793
Albania,1997,33,244400,13.5,,2.359.903.108,793
Albania,1997,3,25400,11.81,,2.359.903.108,793
Albania,1997,30,380800,7.88,,2.359.903.108,793
Albania,1997,21,294000,7.14,,2.359.903.108,793
Albania,1997,12,180300,6.66,,2.359.903.108,793
Albania,1997,16,273900,5.84,,2.359.903.108,793
Albania,1997,2,42100,4.75,,2.359.903.108,793
Albania,1997,7,370100,1.89,,2.359.903.108,793
Albania,1997,6,361800,1.66,,2.359.903.108,793
Albania,1997,4,381500,1.05,,2.359.903.108,793
Albania,1997,0,187000,0,,2.359.903.108,793
Albania,1998,3,25800,11.63,,2.707.123.772,899
Albania,1998,27,248800,10.85,,2.707.123.772,899
Albania,1998,32,295600,10.83,,2.707.123.772,899
Albania,1998,26,240400,10.82,,2.707.123.772,899
Albania,1998,29,388200,7.47,,2.707.123.772,899
Albania,1998,9,183800,4.9,,2.707.123.772,899
Albania,1998,10,275300,3.63,,2.707.123.772,899
Albania,1998,6,188200,3.19,,2.707.123.772,899
Albania,1998,9,372100,2.42,,2.707.123.772,899
Albania,1998,2,388400,0.51,,2.707.123.772,899
Albania,1998,1,363800,0.27,,2.707.123.772,899
Albania,1998,0,42300,0,,2.707.123.772,899
Albania,1999,3,25900,11.58,,3.414.760.915,1127
Albania,1999,24,250600,9.58,,3.414.760.915,1127
Albania,1999,4,42400,9.43,,3.414.760.915,1127
Albania,1999,31,391100,7.93,,3.414.760.915,1127
Albania,1999,19,242300,7.84,,3.414.760.915,1127
Albania,1999,14,185200,7.56,,3.414.760.915,1127
Albania,1999,19,296800,6.4,,3.414.760.915,1127
Albania,1999,13,276500,4.7,,3.414.760.915,1127
Albania,1999,6,188800,3.18,,3.414.760.915,1127
Albania,1999,5,373600,1.34,,3.414.760.915,1127
Albania,1999,1,365200,0.27,,3.414.760.915,1127
Albania,1999,0,391300,0,,3.414.760.915,1127
Albania,2000,17,232000,7.33,656,3.632.043.908,1299
Albania,2000,10,177400,5.64,656,3.632.043.908,1299
Albania,2000,2,37800,5.29,656,3.632.043.908,1299
Albania,2000,1,24900,4.02,656,3.632.043.908,1299
Albania,2000,6,263900,2.27,656,3.632.043.908,1299
Albania,2000,5,240000,2.08,656,3.632.043.908,1299
Albania,2000,5,332200,1.51,656,3.632.043.908,1299
Albania,2000,3,245800,1.22,656,3.632.043.908,1299
Albania,2000,4,374700,1.07,656,3.632.043.908,1299
Albania,2000,1,374900,0.27,656,3.632.043.908,1299
Albania,2000,0,324700,0,656,3.632.043.908,1299
Albania,2000,0,168000,0,656,3.632.043.908,1299
Albania,2001,22,206484,10.65,,4.060.758.804,1451
Albania,2001,34,378826,8.98,,4.060.758.804,1451
Albania,2001,11,196670,5.59,,4.060.758.804,1451
Albania,2001,2,47254,4.23,,4.060.758.804,1451
Albania,2001,10,256039,3.91,,4.060.758.804,1451
Albania,2001,9,271359,3.32,,4.060.758.804,1451
Albania,2001,12,370191,3.24,,4.060.758.804,1451
Albania,2001,1,31044,3.22,,4.060.758.804,1451
Albania,2001,6,189799,3.16,,4.060.758.804,1451
Albania,2001,6,321556,1.87,,4.060.758.804,1451
Albania,2001,4,222771,1.8,,4.060.758.804,1451
Albania,2001,2,307356,0.65,,4.060.758.804,1451
Albania,2002,4,31007,12.9,,4.435.078.648,1573
Albania,2002,23,206286,11.15,,4.435.078.648,1573
Albania,2002,35,382139,9.16,,4.435.078.648,1573
Albania,2002,13,198130,6.56,,4.435.078.648,1573
Albania,2002,15,263067,5.7,,4.435.078.648,1573
Albania,2002,14,275970,5.07,,4.435.078.648,1573
Albania,2002,15,375113,4,,4.435.078.648,1573
Albania,2002,7,223685,3.13,,4.435.078.648,1573
Albania,2002,1,47407,2.11,,4.435.078.648,1573
Albania,2002,4,191712,2.09,,4.435.078.648,1573
Albania,2002,1,304850,0.33,,4.435.078.648,1573
Albania,2002,1,319473,0.31,,4.435.078.648,1573
Albania,2003,6,49088,12.22,,5.746.945.913,2021
Albania,2003,16,201520,7.94,,5.746.945.913,2021
Albania,2003,28,386196,7.25,,5.746.945.913,2021
Albania,2003,15,273235,5.49,,5.746.945.913,2021
Albania,2003,14,283709,4.93,,5.746.945.913,2021
Albania,2003,9,195699,4.6,,5.746.945.913,2021
Albania,2003,9,205433,4.38,,5.746.945.913,2021
Albania,2003,9,222941,4.04,,5.746.945.913,2021
Albania,2003,13,381760,3.41,,5.746.945.913,2021
Albania,2003,1,32667,3.06,,5.746.945.913,2021
Albania,2003,4,313204,1.28,,5.746.945.913,2021
Albania,2003,0,298477,0,,5.746.945.913,2021
Albania,2004,4,35526,11.26,,7.314.865.176,2544
Albania,2004,39,391767,9.95,,7.314.865.176,2544
Albania,2004,16,203938,7.85,,7.314.865.176,2544
Albania,2004,20,292268,6.84,,7.314.865.176,2544
Albania,2004,19,286768,6.63,,7.314.865.176,2544
Albania,2004,3,50970,5.89,,7.314.865.176,2544
Albania,2004,11,222389,4.95,,7.314.865.176,2544
Albania,2004,10,207202,4.83,,7.314.865.176,2544
Albania,2004,17,391436,4.34,,7.314.865.176,2544
Albania,2004,3,203841,1.47,,7.314.865.176,2544
Albania,2004,3,286705,1.05,,7.314.865.176,2544
Albania,2004,1,302181,0.33,,7.314.865.176,2544
Albania,2005,0,281922,0,695,8.158.548.717,2931
Albania,2005,0,190745,0,695,8.158.548.717,2931
Albania,2005,0,386513,0,695,8.158.548.717,2931
Albania,2005,0,276559,0,695,8.158.548.717,2931
Albania,2005,0,210998,0,695,8.158.548.717,2931
Albania,2005,0,53191,0,695,8.158.548.717,2931
Albania,2005,0,281675,0,695,8.158.548.717,2931
Albania,2005,0,177519,0,695,8.158.548.717,2931
Albania,2005,0,380242,0,695,8.158.548.717,2931
Albania,2005,0,291367,0,695,8.158.548.717,2931
Albania,2005,0,214118,0,695,8.158.548.717,2931
Albania,2005,0,38471,0,695,8.158.548.717,2931
Albania,2006,0,283138,0,,8.992.642.349,3235
Albania,2006,0,186391,0,,8.992.642.349,3235
Albania,2006,0,388746,0,,8.992.642.349,3235
Albania,2006,0,267316,0,,8.992.642.349,3235
Albania,2006,0,215907,0,,8.992.642.349,3235
Albania,2006,0,56011,0,,8.992.642.349,3235
Albania,2006,0,286679,0,,8.992.642.349,3235
Albania,2006,0,174092,0,,8.992.642.349,3235
Albania,2006,0,379076,0,,8.992.642.349,3235
Albania,2006,0,282678,0,,8.992.642.349,3235
Albania,2006,0,219360,0,,8.992.642.349,3235
Albania,2006,0,40782,0,,8.992.642.349,3235
Albania,2007,8,42366,18.88,,10.701.011.897,3863
Albania,2007,29,378626,7.66,,10.701.011.897,3863
Albania,2007,14,224160,6.25,,10.701.011.897,3863
Albania,2007,3,57404,5.23,,10.701.011.897,3863
Albania,2007,9,172494,5.22,,10.701.011.897,3863
Albania,2007,13,281080,4.63,,10.701.011.897,3863
Albania,2007,13,288349,4.51,,10.701.011.897,3863
Albania,2007,8,183629,4.36,,10.701.011.897,3863
Albania,2007,9,221120,4.07,,10.701.011.897,3863
Albania,2007,14,391811,3.57,,10.701.011.897,3863
Albania,2007,4,272497,1.47,,10.701.011.897,3863
Albania,2007,0,256808,0,,10.701.011.897,3863
Albania,2008,21,172855,12.15,,12.881.352.688,4672
Albania,2008,37,377119,9.81,,12.881.352.688,4672
Albania,2008,21,228672,9.18,,12.881.352.688,4672
Albania,2008,5,59369,8.42,,12.881.352.688,4672
Albania,2008,20,276073,7.24,,12.881.352.688,4672
Albania,2008,9,182663,4.93,,12.881.352.688,4672
Albania,2008,19,393832,4.82,,12.881.352.688,4672
Albania,2008,2,44574,4.49,,12.881.352.688,4672
Albania,2008,11,286702,3.84,,12.881.352.688,4672
Albania,2008,7,226448,3.09,,12.881.352.688,4672
Albania,2008,7,262464,2.67,,12.881.352.688,4672
Albania,2008,1,246288,0.41,,12.881.352.688,4672
Albania,2009,0,270003,0,,12.044.212.904,4387
Albania,2009,0,182712,0,,12.044.212.904,4387
Albania,2009,0,394286,0,,12.044.212.904,4387
Albania,2009,0,236174,0,,12.044.212.904,4387
Albania,2009,0,233302,0,,12.044.212.904,4387
Albania,2009,0,61582,0,,12.044.212.904,4387
Albania,2009,0,283448,0,,12.044.212.904,4387
Albania,2009,0,174955,0,,12.044.212.904,4387
Albania,2009,0,374365,0,,12.044.212.904,4387
Albania,2009,0,253007,0,,12.044.212.904,4387
Albania,2009,0,234570,0,,12.044.212.904,4387
Albania,2009,0,47331,0,,12.044.212.904,4387
Albania,2010,20,241852,8.27,722,11.926.953.259,4359
Albania,2010,20,371611,5.38,722,11.926.953.259,4359
Albania,2010,9,179720,5.01,722,11.926.953.259,4359
Albania,2010,2,50767,3.94,722,11.926.953.259,4359
Albania,2010,10,279508,3.58,722,11.926.953.259,4359
Albania,2010,6,183579,3.27,722,11.926.953.259,4359
Albania,2010,2,64415,3.1,722,11.926.953.259,4359
Albania,2010,12,394593,3.04,722,11.926.953.259,4359
Albania,2010,7,241491,2.9,722,11.926.953.259,4359
Albania,2010,6,263581,2.28,722,11.926.953.259,4359
Albania,2010,2,223969,0.89,722,11.926.953.259,4359
Albania,2010,0,240939,0,722,11.926.953.259,4359
Antigua and Barbuda,1985,0,7709,0,,240.923.926,3850
Antigua and Barbuda,1985,0,6344,0,,240.923.926,3850
Antigua and Barbuda,1985,0,6173,0,,240.923.926,3850
Antigua and Barbuda,1985,0,7339,0,,240.923.926,3850
Antigua and Barbuda,1985,0,3778,0,,240.923.926,3850
Antigua and Barbuda,1985,0,949,0,,240.923.926,3850
Antigua and Barbuda,1985,0,7667,0,,240.923.926,3850
Antigua and Barbuda,1985,0,6194,0,,240.923.926,3850
Antigua and Barbuda,1985,0,5970,0,,240.923.926,3850
Antigua and Barbuda,1985,0,7304,0,,240.923.926,3850
Antigua and Barbuda,1985,0,2723,0,,240.923.926,3850
Antigua and Barbuda,1985,0,424,0,,240.923.926,3850
Antigua and Barbuda,1986,0,7668,0,,290.440.148,4740
Antigua and Barbuda,1986,0,6209,0,,290.440.148,4740
Antigua and Barbuda,1986,0,6101,0,,290.440.148,4740
Antigua and Barbuda,1986,0,6907,0,,290.440.148,4740
Antigua and Barbuda,1986,0,3764,0,,290.440.148,4740
Antigua and Barbuda,1986,0,1014,0,,290.440.148,4740
Antigua and Barbuda,1986,0,7563,0,,290.440.148,4740
Antigua and Barbuda,1986,0,6023,0,,290.440.148,4740
Antigua and Barbuda,1986,0,5947,0,,290.440.148,4740
Antigua and Barbuda,1986,0,6827,0,,290.440.148,4740
Antigua and Barbuda,1986,0,2771,0,,290.440.148,4740
Antigua and Barbuda,1986,0,476,0,,290.440.148,4740
Antigua and Barbuda,1987,0,7583,0,,337.174.852,5595
Antigua and Barbuda,1987,0,6101,0,,337.174.852,5595
Antigua and Barbuda,1987,0,6059,0,,337.174.852,5595
Antigua and Barbuda,1987,0,6623,0,,337.174.852,5595
Antigua and Barbuda,1987,0,3738,0,,337.174.852,5595
Antigua and Barbuda,1987,0,1081,0,,337.174.852,5595
Antigua and Barbuda,1987,0,7421,0,,337.174.852,5595
Antigua and Barbuda,1987,0,5893,0,,337.174.852,5595
Antigua and Barbuda,1987,0,5927,0,,337.174.852,5595
Antigua and Barbuda,1987,0,6499,0,,337.174.852,5595
Antigua and Barbuda,1987,0,2798,0,,337.174.852,5595
Antigua and Barbuda,1987,0,538,0,,337.174.852,5595
Antigua and Barbuda,1988,0,7413,0,,398.637.741,6693
Antigua and Barbuda,1988,0,6041,0,,398.637.741,6693
Antigua and Barbuda,1988,0,6021,0,,398.637.741,6693
Antigua and Barbuda,1988,0,6527,0,,398.637.741,6693
Antigua and Barbuda,1988,0,3708,0,,398.637.741,6693
Antigua and Barbuda,1988,0,1141,0,,398.637.741,6693
Antigua and Barbuda,1988,0,7209,0,,398.637.741,6693
Antigua and Barbuda,1988,0,5826,0,,398.637.741,6693
Antigua and Barbuda,1988,0,5907,0,,398.637.741,6693
Antigua and Barbuda,1988,0,6355,0,,398.637.741,6693
Antigua and Barbuda,1988,0,2813,0,,398.637.741,6693
Antigua and Barbuda,1988,0,603,0,,398.637.741,6693
Antigua and Barbuda,1989,0,7152,0,,438.794.778,7407
Antigua and Barbuda,1989,0,6059,0,,438.794.778,7407
Antigua and Barbuda,1989,0,5969,0,,438.794.778,7407
Antigua and Barbuda,1989,0,6621,0,,438.794.778,7407
Antigua and Barbuda,1989,0,3696,0,,438.794.778,7407
Antigua and Barbuda,1989,0,1195,0,,438.794.778,7407
Antigua and Barbuda,1989,0,6927,0,,438.794.778,7407
Antigua and Barbuda,1989,0,5835,0,,438.794.778,7407
Antigua and Barbuda,1989,0,5862,0,,438.794.778,7407
Antigua and Barbuda,1989,0,6403,0,,438.794.778,7407
Antigua and Barbuda,1989,0,2843,0,,438.794.778,7407
Antigua and Barbuda,1989,0,676,0,,438.794.778,7407
Antigua and Barbuda,1990,1,5799,17.24,,459.469.074,7744
Antigua and Barbuda,1990,0,6827,0,,459.469.074,7744
Antigua and Barbuda,1990,0,6172,0,,459.469.074,7744
Antigua and Barbuda,1990,0,5895,0,,459.469.074,7744
Antigua and Barbuda,1990,0,6877,0,,459.469.074,7744
Antigua and Barbuda,1990,0,3706,0,,459.469.074,7744
Antigua and Barbuda,1990,0,1252,0,,459.469.074,7744
Antigua and Barbuda,1990,0,6598,0,,459.469.074,7744
Antigua and Barbuda,1990,0,5937,0,,459.469.074,7744
Antigua and Barbuda,1990,0,6611,0,,459.469.074,7744
Antigua and Barbuda,1990,0,2902,0,,459.469.074,7744
Antigua and Barbuda,1990,0,758,0,,459.469.074,7744
Antigua and Barbuda,1991,0,6595,0,,481.706.333,7976
Antigua and Barbuda,1991,0,6396,0,,481.706.333,7976
Antigua and Barbuda,1991,0,6198,0,,481.706.333,7976
Antigua and Barbuda,1991,0,7089,0,,481.706.333,7976
Antigua and Barbuda,1991,0,3665,0,,481.706.333,7976
Antigua and Barbuda,1991,0,1293,0,,481.706.333,7976
Antigua and Barbuda,1991,0,6401,0,,481.706.333,7976
Antigua and Barbuda,1991,0,6156,0,,481.706.333,7976
Antigua and Barbuda,1991,0,6122,0,,481.706.333,7976
Antigua and Barbuda,1991,0,6818,0,,481.706.333,7976
Antigua and Barbuda,1991,0,2857,0,,481.706.333,7976
Antigua and Barbuda,1991,0,804,0,,481.706.333,7976
Antigua and Barbuda,1992,0,6369,0,,499.281.148,8087
Antigua and Barbuda,1992,0,6650,0,,499.281.148,8087
Antigua and Barbuda,1992,0,6534,0,,499.281.148,8087
Antigua and Barbuda,1992,0,7311,0,,499.281.148,8087
Antigua and Barbuda,1992,0,3648,0,,499.281.148,8087
Antigua and Barbuda,1992,0,1339,0,,499.281.148,8087
Antigua and Barbuda,1992,0,6221,0,,499.281.148,8087
Antigua and Barbuda,1992,0,6409,0,,499.281.148,8087
Antigua and Barbuda,1992,0,6497,0,,499.281.148,8087
Antigua and Barbuda,1992,0,7059,0,,499.281.148,8087
Antigua and Barbuda,1992,0,2851,0,,499.281.148,8087
Antigua and Barbuda,1992,0,853,0,,499.281.148,8087
Antigua and Barbuda,1993,1,6668,15,,535.172.778,8453
Antigua and Barbuda,1993,0,6182,0,,535.172.778,8453
Antigua and Barbuda,1993,0,6914,0,,535.172.778,8453
Antigua and Barbuda,1993,0,6917,0,,535.172.778,8453
Antigua and Barbuda,1993,0,7529,0,,535.172.778,8453
Antigua and Barbuda,1993,0,3662,0,,535.172.778,8453
Antigua and Barbuda,1993,0,1386,0,,535.172.778,8453
Antigua and Barbuda,1993,0,6069,0,,535.172.778,8453
Antigua and Barbuda,1993,0,6915,0,,535.172.778,8453
Antigua and Barbuda,1993,0,7298,0,,535.172.778,8453
Antigua and Barbuda,1993,0,2879,0,,535.172.778,8453
Antigua and Barbuda,1993,0,896,0,,535.172.778,8453
Antigua and Barbuda,1994,0,6083,0,,589.429.593,9062
Antigua and Barbuda,1994,0,7151,0,,589.429.593,9062
Antigua and Barbuda,1994,0,7357,0,,589.429.593,9062
Antigua and Barbuda,1994,0,7722,0,,589.429.593,9062
Antigua and Barbuda,1994,0,3715,0,,589.429.593,9062
Antigua and Barbuda,1994,0,1437,0,,589.429.593,9062
Antigua and Barbuda,1994,0,5976,0,,589.429.593,9062
Antigua and Barbuda,1994,0,6886,0,,589.429.593,9062
Antigua and Barbuda,1994,0,7359,0,,589.429.593,9062
Antigua and Barbuda,1994,0,7494,0,,589.429.593,9062
Antigua and Barbuda,1994,0,2935,0,,589.429.593,9062
Antigua and Barbuda,1994,0,929,0,,589.429.593,9062
Antigua and Barbuda,1995,0,6099,0,,577.280.741,8636
Antigua and Barbuda,1995,0,7333,0,,577.280.741,8636
Antigua and Barbuda,1995,0,7851,0,,577.280.741,8636
Antigua and Barbuda,1995,0,7885,0,,577.280.741,8636
Antigua and Barbuda,1995,0,3808,0,,577.280.741,8636
Antigua and Barbuda,1995,0,1488,0,,577.280.741,8636
Antigua and Barbuda,1995,0,5953,0,,577.280.741,8636
Antigua and Barbuda,1995,0,7023,0,,577.280.741,8636
Antigua and Barbuda,1995,0,7809,0,,577.280.741,8636
Antigua and Barbuda,1995,0,7632,0,,577.280.741,8636
Antigua and Barbuda,1995,0,3021,0,,577.280.741,8636
Antigua and Barbuda,1995,0,944,0,,577.280.741,8636
Antigua and Barbuda,1998,0,6529,0,,727.860.593,10078
Antigua and Barbuda,1998,0,8332,0,,727.860.593,10078
Antigua and Barbuda,1998,0,9615,0,,727.860.593,10078
Antigua and Barbuda,1998,0,8183,0,,727.860.593,10078
Antigua and Barbuda,1998,0,3921,0,,727.860.593,10078
Antigua and Barbuda,1998,0,1476,0,,727.860.593,10078
Antigua and Barbuda,1998,0,5916,0,,727.860.593,10078
Antigua and Barbuda,1998,0,7294,0,,727.860.593,10078
Antigua and Barbuda,1998,0,9086,0,,727.860.593,10078
Antigua and Barbuda,1998,0,7706,0,,727.860.593,10078
Antigua and Barbuda,1998,0,3213,0,,727.860.593,10078
Antigua and Barbuda,1998,0,954,0,,727.860.593,10078
Antigua and Barbuda,1999,0,6589,0,,766.198.926,10378
Antigua and Barbuda,1999,0,8526,0,,766.198.926,10378
Antigua and Barbuda,1999,0,10311,0,,766.198.926,10378
Antigua and Barbuda,1999,0,8314,0,,766.198.926,10378
Antigua and Barbuda,1999,0,3968,0,,766.198.926,10378
Antigua and Barbuda,1999,0,1451,0,,766.198.926,10378
Antigua and Barbuda,1999,0,5845,0,,766.198.926,10378
Antigua and Barbuda,1999,0,7263,0,,766.198.926,10378
Antigua and Barbuda,1999,0,9537,0,,766.198.926,10378
Antigua and Barbuda,1999,0,7805,0,,766.198.926,10378
Antigua and Barbuda,1999,0,3276,0,,766.198.926,10378
Antigua and Barbuda,1999,0,947,0,,766.198.926,10378
Antigua and Barbuda,2000,1,3333,30,,830.158.778,11021
Antigua and Barbuda,2000,1,10033,9.97,,830.158.778,11021
Antigua and Barbuda,2000,0,6616,0,,830.158.778,11021
Antigua and Barbuda,2000,0,8595,0,,830.158.778,11021
Antigua and Barbuda,2000,0,11040,0,,830.158.778,11021
Antigua and Barbuda,2000,0,8439,0,,830.158.778,11021
Antigua and Barbuda,2000,0,3986,0,,830.158.778,11021
Antigua and Barbuda,2000,0,1413,0,,830.158.778,11021
Antigua and Barbuda,2000,0,5783,0,,830.158.778,11021
Antigua and Barbuda,2000,0,7177,0,,830.158.778,11021
Antigua and Barbuda,2000,0,7973,0,,830.158.778,11021
Antigua and Barbuda,2000,0,938,0,,830.158.778,11021
Antigua and Barbuda,2001,2,10281,19.45,,800.740.259,10468
Antigua and Barbuda,2001,0,6902,0,,800.740.259,10468
Antigua and Barbuda,2001,0,8425,0,,800.740.259,10468
Antigua and Barbuda,2001,0,11402,0,,800.740.259,10468
Antigua and Barbuda,2001,0,8428,0,,800.740.259,10468
Antigua and Barbuda,2001,0,4037,0,,800.740.259,10468
Antigua and Barbuda,2001,0,1487,0,,800.740.259,10468
Antigua and Barbuda,2001,0,6084,0,,800.740.259,10468
Antigua and Barbuda,2001,0,7071,0,,800.740.259,10468
Antigua and Barbuda,2001,0,7958,0,,800.740.259,10468
Antigua and Barbuda,2001,0,3442,0,,800.740.259,10468
Antigua and Barbuda,2001,0,980,0,,800.740.259,10468
Antigua and Barbuda,2002,0,7196,0,,814.615.333,10499
Antigua and Barbuda,2002,0,8155,0,,814.615.333,10499
Antigua and Barbuda,2002,0,11760,0,,814.615.333,10499
Antigua and Barbuda,2002,0,8408,0,,814.615.333,10499
Antigua and Barbuda,2002,0,4050,0,,814.615.333,10499
Antigua and Barbuda,2002,0,1547,0,,814.615.333,10499
Antigua and Barbuda,2002,0,6416,0,,814.615.333,10499
Antigua and Barbuda,2002,0,6921,0,,814.615.333,10499
Antigua and Barbuda,2002,0,10604,0,,814.615.333,10499
Antigua and Barbuda,2002,0,7980,0,,814.615.333,10499
Antigua and Barbuda,2002,0,3527,0,,814.615.333,10499
Antigua and Barbuda,2002,0,1024,0,,814.615.333,10499
Antigua and Barbuda,2003,1,3594,27.82,,855.643.111,10878
Antigua and Barbuda,2003,0,7454,0,,855.643.111,10878
Antigua and Barbuda,2003,0,7831,0,,855.643.111,10878
Antigua and Barbuda,2003,0,12129,0,,855.643.111,10878
Antigua and Barbuda,2003,0,8423,0,,855.643.111,10878
Antigua and Barbuda,2003,0,4054,0,,855.643.111,10878
Antigua and Barbuda,2003,0,1583,0,,855.643.111,10878
Antigua and Barbuda,2003,0,6730,0,,855.643.111,10878
Antigua and Barbuda,2003,0,6734,0,,855.643.111,10878
Antigua and Barbuda,2003,0,10997,0,,855.643.111,10878
Antigua and Barbuda,2003,0,8061,0,,855.643.111,10878
Antigua and Barbuda,2003,0,1068,0,,855.643.111,10878
Antigua and Barbuda,2004,1,3665,27.29,,919.577.148,11535
Antigua and Barbuda,2004,1,11406,8.77,,919.577.148,11535
Antigua and Barbuda,2004,0,7648,0,,919.577.148,11535
Antigua and Barbuda,2004,0,7531,0,,919.577.148,11535
Antigua and Barbuda,2004,0,12492,0,,919.577.148,11535
Antigua and Barbuda,2004,0,8488,0,,919.577.148,11535
Antigua and Barbuda,2004,0,4088,0,,919.577.148,11535
Antigua and Barbuda,2004,0,1590,0,,919.577.148,11535
Antigua and Barbuda,2004,0,6968,0,,919.577.148,11535
Antigua and Barbuda,2004,0,6556,0,,919.577.148,11535
Antigua and Barbuda,2004,0,8196,0,,919.577.148,11535
Antigua and Barbuda,2004,0,1094,0,,919.577.148,11535
Antigua and Barbuda,2005,0,7780,0,,1.022.191.296,12649
Antigua and Barbuda,2005,0,7327,0,,1.022.191.296,12649
